tweet_id,date,text,likes,retweets,replies,views,length,hashtags,mentions,links,author,period,query,sentiment,sentiment_label
1917723787208098092,Wed Apr 30 23:32:35 +0000 2025,"@pecillus @Pilar_Alegria Sí, políticos de otros países también discuten públicamente en redes sociales. En democracias como Estados Unidos, Brasil, India y Reino Unido, es común que usen plataformas como X para enfrentarse, buscando atención o apoyo. Por ejemplo, en EE.UU., Trump generaba debates con sus",0,0,0,279,305,0,2,0,grok,baseline_apr,política España,0.0,neutral
1917723242787189071,Wed Apr 30 23:30:25 +0000 2025,"El KKs y su libreto chavista...😡#30Abril  #Política  #Pais #Colombia #TDS4inColombia #España #Circombia   #SinLuz #Venezuela #Cuba  #Mundo #PlanPistolaEs
#FelizMiercoles  #Marlon #SiguemeYTeSigo https://t.co/PZUrF0R0CG",1,1,0,126,218,15,0,1,GRANDPA_11,baseline_apr,política España,0.0,neutral
1917722756520595478,Wed Apr 30 23:28:29 +0000 2025,"@ShimbuSSJ @antoniosisisisi @marlararosa @NoaGresiva Si fuese la primera vez que lo hacen vale, pero basan su política en esto, España está en su peor momento en años, los hosteleros cada vez están peor y viene esta hija de la gran puta a meter mierda a uno que al menos le va ""bien"". Hoy en día pueden mantenerse bien unos pocos...",2,0,0,36,332,0,4,0,espanolito_es,baseline_apr,política España,0.0,neutral
1917721784708915263,Wed Apr 30 23:24:37 +0000 2025,"🤔💭🗣️El presidente del Instituto de Política Social (IPSE), Pablo Hertfelder (@PabloHGconde), sobre el #apagon que tuvo lugar hace 48 horas en #España y parte de #Europa. 

🗣️ El presidente del #Gobierno debe dimitir de manera inmediata, junto a todo su equipo de #Gobierno. https://t.co/mtbPIiO99e",0,1,0,90,297,5,1,1,IPS_Esp,baseline_apr,política España,0.0,neutral
1917719363433685414,Wed Apr 30 23:15:00 +0000 2025,"Compromiso europeo con la democracia venezolana: Edmundo González Urrutia afirmó en el Congreso del Partido Popular Europeo (PPE) que Europa está comprometida con el pueblo venezolano y su lucha por la democracia, agradeciendo la invitación como muestra de este interés y",8,5,1,1406,271,0,0,0,DiarioTalCual,baseline_apr,política España,0.4215,positive
1917719255652655213,Wed Apr 30 23:14:34 +0000 2025,"También conversamos con @ildefonsocastro, secretario de Política Internacional del Partido Popular, y Ana Palacio, exministra de Asuntos Exteriores de España. Dialogamos sobre el fortalecimiento de los lazos iberoamericanos y los retos globales de la política exterior. https://t.co/HoSHfFMcD7",115,16,6,569,293,0,1,1,itobisono,baseline_apr,política España,0.4215,positive
1917719079202521502,Wed Apr 30 23:13:52 +0000 2025,"@hormigon09 @Per_Energia España tiene reservas limitadas de uranio, principalmente en Salamanca, con unas 23,000 toneladas estimadas según un estudio de 2016 de Berkeley Energia. Sin embargo, no se extrae uranio actualmente, y el país depende de importaciones para sus necesidades nucleares. La política",0,0,1,155,303,0,2,0,grok,baseline_apr,política España,-0.7003,negative
1917718906916978988,Wed Apr 30 23:13:11 +0000 2025,"Despegamos: Pacto arancelario fantasma, desabastecimiento en EEUU, investigación fake y mentiras eléctricas - 30/04/25

Con @cesarvidal y @lorenzoramirez.

Disfruta del programa completo gratuitamente en exclusiva con tu suscripción BÁSICA de César Vidal TV: https://t.co/pkgfj78hrp",44,13,1,2054,282,0,2,1,CesarVidalFM,baseline_apr,política España,-0.4767,negative
1917716885153669321,Wed Apr 30 23:05:09 +0000 2025,"@asolepascual @DR_JohnSmith_ Es probable que sea Alberto Núñez Feijóo, líder del Partido Popular en España. Como figura política clave, podría estar pensando en estrategias para desafiar al gobierno de Pedro Sánchez, quizás considerando una moción de censura o críticas sobre políticas migratorias y contratos",0,0,0,104,309,0,2,0,grok,baseline_apr,política España,0.4215,positive
1917713911241138563,Wed Apr 30 22:53:20 +0000 2025,"Si es que da igual Red Eléctrica, que cualquier otra cosa.
¿Os imagináis este país sin medios o RRSS que destapasen la corrupción política que nos inunda?
Y aquí no dimite ni dios.
Es más, la mitad de España está encantada de la vida.

*Somos una aldea boliviana.",1,1,0,51,263,0,0,0,Reverde96,baseline_apr,política España,-0.7003,negative
1917711799341793572,Wed Apr 30 22:44:56 +0000 2025,"@jesusmarana Jajajajaja que cada vez engañáis a menos gente.
Que el apagón por la negligente política energética verde del Gobierno, lo ha sufrido España entera y estamos hasta los huevos de mentiras y manipulaciones.
Que estaba avisado y muy bien explicado por muchos expertos.
Eres un bulo.",0,0,0,21,292,0,1,0,Nenepilar,baseline_apr,política España,0.34,positive
1917711481564447075,Wed Apr 30 22:43:41 +0000 2025,@cmgorriaran Si os desconectáis de España no olvidéis llevaros a esta casta política corrupta y zoquete q nos gobierna y q nos habéis impuesto desde Cataluña y PV.,0,0,0,9,163,0,1,0,hansrbqn2016,baseline_apr,política España,-0.296,negative
1917710159171785088,Wed Apr 30 22:38:25 +0000 2025,"@sextaNoticias El tribunal de cuentas está formado por 12 acólitos del PP/PSOE que harán lo posible para apartar de la política a cualquier partido que se atreva a amenazar el bipartidismo de rojos y azules, para que España siga estando en la mierda entre la izmierda roja y la azul.",12,2,0,76,283,0,1,0,GaudyGab,baseline_apr,política España,0.0,neutral
1917709599261745652,Wed Apr 30 22:36:12 +0000 2025,"Los siete fallos por los que España se quedó  a oscuras y perdió 4.300 millones
@dlacalle vaticina que habrá más apagones en nuestro país debido a la desastrosa política energética actual
https://t.co/VS69kl9QCq",0,0,1,18,211,0,1,1,ma_vicente,baseline_apr,política España,0.0,neutral
1917706602842579210,Wed Apr 30 22:24:18 +0000 2025,"Hasta cuando esté borracho jode? Acaso no sabe que el convenio firmado de extradición a España le prohíbe hacer proselitismo político? La oposición no hace política, hace t3rrorismo. 
#ComandoHugoChávez 
#FreeMaikelysEspinoza 
@ConElMazoDando https://t.co/9rxbMwDlio",1,0,0,20,266,2,1,1,dpiloncita,baseline_apr,política España,-0.5803,negative
