tweet_id,date,text,likes,retweets,replies,views,length,hashtags,mentions,links,author,period,query,sentiment,sentiment_label
1962273697210745038,Sun Aug 31 21:58:01 +0000 2025,"Albares: “el precio a pagar por aparecer en alguna foto es precisamente no influir, callar, ser uno más.Y desde luego España tiene en estos momentos una política exterior que tiene voz propia en todas las crisis y decimos lo mismo con los mismos principios en Ucrania que en Gaza” https://t.co/f1aWxSSQAz",0,0,0,33,304,0,0,1,valmenor,baseline_aug,política España,-0.743,negative
1962271855168893131,Sun Aug 31 21:50:42 +0000 2025,"Por lo que sea, de cerrar las fronteras, hacer política micro para que las españolas quieran tener tres/cuatro hijos y que estoy siga siendo España no se habla nunca. Nadie se baja de la islamoronegropanchitada.",1,0,0,75,211,0,0,0,jcdiazlasala,baseline_aug,política España,-0.296,negative
1962269378872795525,Sun Aug 31 21:40:51 +0000 2025,"@JaviRodrigo11 Ley del Mérito Político ya!!!
Imprescindible y urgente en España.
Actualmente toda la morralla social, cultural y laboral se mete en política porque es su mejor opción. Esto tiene que acabar. Por el bien de todos, necesitamos los mejores gobernantes!",1,0,0,116,265,0,1,0,Mr_TAG10,baseline_aug,política España,0.0,neutral
1962268403894235161,Sun Aug 31 21:36:59 +0000 2025,@tomascasascm Video aplaudido por los mismos que proclaman que no hay que mezclar deporte con política e ideología. Los mismos que exigen expulsar a un equipo ciclista de la vuelta a España porque es israelí. Los mismos hipócritas.,16,1,0,282,231,0,1,0,SrPaquito1,baseline_aug,política España,-0.296,negative
1962267653856493859,Sun Aug 31 21:34:00 +0000 2025,"España dio por finalizada este domingo la emergencia vigente durante  varias semanas por una de las peores olas de incendios forestales que  afectó al país en los últimos años, y que dejó cuatro muertos y más de  350,000 hectáreas quemadas.

""Este trágico episodio de la historia https://t.co/x5n4YtqbWa",2,0,0,1071,303,0,0,1,TReporta,baseline_aug,política España,0.0,neutral
1962266651518214414,Sun Aug 31 21:30:01 +0000 2025,@NicoBolivariano Esa no es la demografía política de España. Si la derecha llega a 176 ya será un milagro.,0,0,0,9,106,0,1,0,creoenJohnGalt,baseline_aug,política España,-0.296,negative
1962266588805038225,Sun Aug 31 21:29:46 +0000 2025,"Partido Popular la organización política más corrupta, delincuente y mafiosa no solamente en España...
https://t.co/CzjtC7PtCq",0,0,0,2,126,0,0,1,Tonsky16738,baseline_aug,política España,0.1531,positive
1962265675969241545,Sun Aug 31 21:26:08 +0000 2025,"@Jose1477chong @marenco1793096 @Claudiashein es política.
Así es esto desde Babilonia ,pasando por Grecia, Roma , España, Inglaterra y los EU.",0,0,0,11,142,0,3,0,bonkijo,baseline_aug,política España,0.0,neutral
1962263940101968036,Sun Aug 31 21:19:15 +0000 2025,"@sanchezcastejon Tu política inmigracionista va a entregar el gobierno de España a la ultraderecha. No sé qué tienes en la cabeza. 
España es el país con más paro de Europa y el que más inmigrantes acoge. Salarios de hace 30 años, vivienda inaccesible, violencia...
https://t.co/bNL6vJLipx",0,0,0,10,289,0,1,1,tomaspar,baseline_aug,política España,-0.296,negative
1962261514682880231,Sun Aug 31 21:09:36 +0000 2025,@jero_armas @FFectum Multas de la junta electoral? No sabes ni de qué hablas. Ilegalidad en España los partidos que van en contra de España es de primero de política. Las autonomías son un sistema fracasado,0,0,0,12,206,0,2,0,lorenguti1,baseline_aug,política España,-0.296,negative
